xml,object_id,tier_1push,tier_hmax2,sr_1push,sr_hmax2,opener,setup,dead,blocked,tried
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00128/env.xml,obstacle_0_movable,hard,easy,0.02,0.84,2,82,3,13,100
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00129/env.xml,obstacle_0_movable,unsolvable,med,0.0,0.0867,0,13,121,16,150
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00130/env.xml,obstacle_0_movable,unsolvable,med,0.0,0.0552,0,8,95,42,145
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00135/env.xml,obstacle_0_movable,hard,med,0.025,0.125,1,4,25,10,40
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00137/env.xml,obstacle_0_movable,unsolvable,unsolvable,0.0,0.0,0,0,15,0,15
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00139/env.xml,obstacle_0_movable,med,easy,0.0848,0.5879,14,83,60,8,165
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00140/env.xml,obstacle_0_movable,med,easy,0.1167,0.9083,14,95,3,8,120
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00142/env.xml,obstacle_0_movable,med,easy,0.0737,0.8,7,69,0,19,95
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00143/env.xml,obstacle_0_movable,med,med,0.0606,0.2182,10,26,117,12,165
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00144/env.xml,obstacle_0_movable,unsolvable,easy,0.0,0.4308,0,56,56,18,130
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00146/env.xml,obstacle_0_movable,med,easy,0.2933,0.64,22,26,0,27,75
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00147/env.xml,obstacle_0_movable,hard,easy,0.0333,0.3667,1,10,0,19,30
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00148/env.xml,obstacle_0_movable,hard,easy,0.0286,0.3429,4,44,43,49,140
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00149/env.xml,obstacle_0_movable,unsolvable,easy,0.0,0.4222,0,57,58,20,135
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00152/env.xml,obstacle_0_movable,hard,easy,0.0364,0.6818,4,71,11,24,110
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00154/env.xml,obstacle_0_movable,unsolvable,med,0.0,0.1103,0,16,93,36,145
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00156/env.xml,obstacle_0_movable,unsolvable,med,0.0,0.2667,0,36,65,34,135
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00160/env.xml,obstacle_0_movable,med,easy,0.1778,0.6778,16,45,0,29,90
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00161/env.xml,obstacle_0_movable,hard,easy,0.0429,0.5643,6,73,47,14,140
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00162/env.xml,obstacle_0_movable,hard,easy,0.0069,0.6345,1,91,53,0,145
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00164/env.xml,obstacle_0_movable,unsolvable,hard,0.0,0.0067,0,1,131,18,150
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00165/env.xml,obstacle_0_movable,med,easy,0.0846,0.6462,11,73,34,12,130
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00166/env.xml,obstacle_0_movable,med,easy,0.06,0.3867,9,49,63,29,150
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00168/env.xml,obstacle_0_movable,med,easy,0.2,0.5467,15,26,0,34,75
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00169/env.xml,obstacle_0_movable,med,easy,0.0706,0.6588,6,50,2,27,85
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00171/env.xml,obstacle_0_movable,hard,easy,0.024,0.736,3,89,22,11,125
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00174/env.xml,obstacle_0_movable,unsolvable,hard,0.0,0.02,0,3,112,35,150
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00175/env.xml,obstacle_0_movable,unsolvable,easy,0.0,0.3857,0,54,68,18,140
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00176/env.xml,obstacle_0_movable,med,easy,0.0769,0.8308,5,49,0,11,65
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00179/env.xml,obstacle_0_movable,hard,easy,0.02,0.68,3,99,41,7,150
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00180/env.xml,obstacle_0_movable,unsolvable,med,0.0,0.0692,0,9,87,34,130
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00181/env.xml,obstacle_0_movable,med,easy,0.0769,0.6692,10,77,29,14,130
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00184/env.xml,obstacle_0_movable,unsolvable,easy,0.0,0.5231,0,68,43,19,130
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00185/env.xml,obstacle_0_movable,hard,easy,0.0444,0.6667,6,84,34,11,135
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00186/env.xml,obstacle_0_movable,unsolvable,med,0.0,0.2609,0,30,51,34,115
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00188/env.xml,obstacle_0_movable,med,easy,0.0563,0.3563,9,48,93,10,160
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00191/env.xml,obstacle_0_movable,unsolvable,hard,0.0,0.04,0,6,133,11,150
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00193/env.xml,obstacle_0_movable,unsolvable,easy,0.0,0.763,0,103,22,10,135
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00195/env.xml,obstacle_0_movable,unsolvable,med,0.0,0.072,0,9,106,10,125
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00202/env.xml,obstacle_0_movable,unsolvable,easy,0.0,0.7692,0,100,16,14,130
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00204/env.xml,obstacle_0_movable,med,easy,0.072,0.776,9,88,10,18,125
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00211/env.xml,obstacle_0_movable,med,easy,0.225,0.85,9,25,0,6,40
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00212/env.xml,obstacle_0_movable,med,easy,0.0667,0.8,8,88,4,20,120
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00214/env.xml,obstacle_0_movable,med,easy,0.1176,0.8118,10,59,0,16,85
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00215/env.xml,obstacle_0_movable,unsolvable,med,0.0,0.2333,0,35,101,14,150
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00217/env.xml,obstacle_0_movable,unsolvable,easy,0.0,0.312,0,39,85,1,125
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00220/env.xml,obstacle_0_movable,hard,easy,0.0385,0.7,5,86,23,16,130
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00222/env.xml,obstacle_0_movable,med,easy,0.2133,0.6533,16,33,0,26,75
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00225/env.xml,obstacle_0_movable,unsolvable,hard,0.0,0.0133,0,2,136,12,150
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00228/env.xml,obstacle_0_movable,unsolvable,hard,0.0,0.0067,0,1,133,16,150
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00230/env.xml,obstacle_0_movable,med,easy,0.0571,0.8643,8,113,14,5,140
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00232/env.xml,obstacle_0_movable,hard,easy,0.0435,0.6261,5,67,17,26,115
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00233/env.xml,obstacle_0_movable,hard,easy,0.008,0.544,1,67,24,33,125
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00234/env.xml,obstacle_0_movable,unsolvable,med,0.0,0.0533,0,8,119,23,150
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00239/env.xml,obstacle_0_movable,unsolvable,med,0.0,0.072,0,9,104,12,125
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00242/env.xml,obstacle_0_movable,med,easy,0.0815,0.763,11,92,17,15,135
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00243/env.xml,obstacle_0_movable,unsolvable,hard,0.0,0.0267,0,4,128,18,150
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00244/env.xml,obstacle_0_movable,hard,easy,0.0308,0.7923,4,99,5,22,130
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00245/env.xml,obstacle_0_movable,unsolvable,med,0.0,0.176,0,22,87,16,125
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00246/env.xml,obstacle_0_movable,hard,easy,0.0174,0.4261,2,47,24,42,115
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00247/env.xml,obstacle_0_movable,med,easy,0.08,0.768,10,86,11,18,125
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00249/env.xml,obstacle_0_movable,hard,med,0.0077,0.1385,1,17,112,0,130
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00251/env.xml,obstacle_0_movable,unsolvable,med,0.0,0.1667,0,25,109,16,150
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00252/env.xml,obstacle_0_movable,med,easy,0.0538,0.7077,7,85,12,26,130
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00261/env.xml,obstacle_0_movable,med,easy,0.0783,0.9478,9,100,5,1,115
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00262/env.xml,obstacle_0_movable,med,easy,0.0727,0.5727,8,55,3,44,110
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00263/env.xml,obstacle_0_movable,hard,easy,0.0385,0.5385,5,65,25,35,130
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00266/env.xml,obstacle_0_movable,hard,easy,0.0444,0.5704,6,71,29,29,135
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00268/env.xml,obstacle_0_movable,hard,easy,0.048,0.888,6,105,2,12,125
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00270/env.xml,obstacle_0_movable,hard,easy,0.0364,0.4545,4,46,19,41,110
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00272/env.xml,obstacle_0_movable,hard,easy,0.0357,0.6429,5,85,32,18,140
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00274/env.xml,obstacle_0_movable,easy,easy,0.5,0.86,25,18,0,7,50
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00277/env.xml,obstacle_0_movable,easy,easy,0.3471,0.6471,59,51,47,13,170
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00278/env.xml,obstacle_0_movable,unsolvable,med,0.0,0.208,0,26,92,7,125
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00279/env.xml,obstacle_0_movable,unsolvable,med,0.0,0.0667,0,10,101,39,150
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00280/env.xml,obstacle_0_movable,unsolvable,easy,0.0,0.9182,0,101,3,6,110
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00281/env.xml,obstacle_0_movable,unsolvable,med,0.0,0.2231,0,29,44,57,130
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00282/env.xml,obstacle_0_movable,hard,easy,0.0222,0.5185,3,67,61,4,135
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00283/env.xml,obstacle_0_movable,unsolvable,med,0.0,0.248,0,31,55,39,125
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00284/env.xml,obstacle_0_movable,unsolvable,med,0.0,0.0533,0,8,104,38,150
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00286/env.xml,obstacle_0_movable,med,easy,0.056,0.824,7,96,9,13,125
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00288/env.xml,obstacle_0_movable,easy,easy,0.3059,0.9647,26,56,0,3,85
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00291/env.xml,obstacle_0_movable,hard,easy,0.0483,0.6552,7,88,35,15,145
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00292/env.xml,obstacle_0_movable,unsolvable,med,0.0,0.272,0,34,66,25,125
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00293/env.xml,obstacle_0_movable,hard,easy,0.0357,0.6643,5,88,43,4,140
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00295/env.xml,obstacle_0_movable,med,easy,0.1714,0.4286,12,18,0,40,70
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00296/env.xml,obstacle_0_movable,med,easy,0.1867,0.76,14,43,0,18,75
/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00297/env.xml,obstacle_0_movable,med,easy,0.0625,0.5437,10,77,59,14,160
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00001/env.xml,obstacle_0_movable,med,easy,0.2133,0.5867,16,28,0,31,75
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00003/env.xml,obstacle_0_movable,unsolvable,unsolvable,0.0,0.0,0,0,112,8,120
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00007/env.xml,obstacle_0_movable,med,easy,0.064,0.808,8,93,1,23,125
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00009/env.xml,obstacle_0_movable,med,easy,0.225,0.6625,18,35,0,27,80
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00010/env.xml,obstacle_0_movable,med,easy,0.2667,0.6667,4,6,0,5,15
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00011/env.xml,obstacle_0_movable,hard,easy,0.0421,0.6316,4,56,9,26,95
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00012/env.xml,obstacle_0_movable,unsolvable,med,0.0,0.1533,0,23,80,47,150
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00014/env.xml,obstacle_0_movable,unsolvable,med,0.0,0.0667,0,8,105,7,120
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00016/env.xml,obstacle_0_movable,med,easy,0.2667,0.6533,20,29,0,26,75
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00019/env.xml,obstacle_0_movable,hard,easy,0.02,0.3,1,14,23,12,50
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00020/env.xml,obstacle_0_movable,unsolvable,easy,0.0,0.4462,0,29,28,8,65
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00029/env.xml,obstacle_0_movable,hard,easy,0.0143,0.5286,1,36,9,24,70
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00033/env.xml,obstacle_0_movable,easy,easy,0.3067,0.92,23,46,0,6,75
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00039/env.xml,obstacle_0_movable,med,easy,0.1048,0.8476,11,78,8,8,105
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00040/env.xml,obstacle_0_movable,med,easy,0.0769,0.8462,10,100,13,7,130
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00042/env.xml,obstacle_0_movable,unsolvable,hard,0.0,0.0267,0,4,133,13,150
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00046/env.xml,obstacle_0_movable,med,easy,0.2,0.5733,15,28,0,32,75
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00048/env.xml,obstacle_0_movable,med,easy,0.24,0.72,12,24,0,14,50
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00050/env.xml,obstacle_0_movable,easy,easy,0.4,1.0,18,27,0,0,45
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00053/env.xml,obstacle_0_movable,med,easy,0.12,0.83,12,71,4,13,100
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00054/env.xml,obstacle_0_movable,med,easy,0.1867,0.68,14,37,0,24,75
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00056/env.xml,obstacle_0_movable,med,easy,0.0909,0.5818,5,27,0,23,55
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00058/env.xml,obstacle_0_movable,med,easy,0.15,0.85,9,42,4,5,60
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00059/env.xml,obstacle_0_movable,med,easy,0.1158,0.8737,11,72,0,12,95
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00061/env.xml,obstacle_0_movable,unsolvable,med,0.0,0.0571,0,4,32,34,70
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00064/env.xml,obstacle_0_movable,easy,easy,0.3,0.58,15,14,0,21,50
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00065/env.xml,obstacle_0_movable,med,easy,0.2533,0.76,19,38,0,18,75
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00066/env.xml,obstacle_0_movable,unsolvable,easy,0.0,0.6737,0,64,20,11,95
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00072/env.xml,obstacle_0_movable,med,easy,0.07,0.67,7,60,3,30,100
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00075/env.xml,obstacle_0_movable,med,easy,0.2167,0.65,13,26,0,21,60
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00077/env.xml,obstacle_0_movable,hard,easy,0.0348,0.7739,4,85,11,15,115
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00078/env.xml,obstacle_0_movable,unsolvable,unsolvable,0.0,0.0,0,0,5,5,10
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00079/env.xml,obstacle_0_movable,med,easy,0.1222,0.7778,11,59,1,19,90
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00002/env.xml,obstacle_0_movable,unsolvable,easy,0.0,0.3333,0,25,19,31,75
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00003/env.xml,obstacle_0_movable,unsolvable,hard,0.0,0.0296,0,4,84,47,135
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00005/env.xml,obstacle_0_movable,hard,easy,0.0211,0.4842,2,44,9,40,95
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00006/env.xml,obstacle_0_movable,med,easy,0.0519,0.763,7,96,25,7,135
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00007/env.xml,obstacle_0_movable,med,easy,0.2533,0.68,19,32,0,24,75
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00012/env.xml,obstacle_0_movable,med,easy,0.1524,0.8095,16,69,0,20,105
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00013/env.xml,obstacle_0_movable,unsolvable,med,0.0,0.1333,0,2,1,12,15
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00014/env.xml,obstacle_0_movable,unsolvable,med,0.0,0.1083,0,13,71,36,120
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00015/env.xml,obstacle_0_movable,unsolvable,med,0.0,0.2714,0,19,30,21,70
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00017/env.xml,obstacle_0_movable,med,easy,0.05,0.6833,6,76,32,6,120
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00019/env.xml,obstacle_0_movable,med,easy,0.24,0.64,18,30,0,27,75
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00020/env.xml,obstacle_0_movable,easy,easy,0.38,0.74,19,18,0,13,50
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00021/env.xml,obstacle_0_movable,med,easy,0.1889,0.8222,17,57,3,13,90
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00026/env.xml,obstacle_0_movable,med,easy,0.075,1.0,3,37,0,0,40
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00027/env.xml,obstacle_0_movable,hard,easy,0.0071,0.4429,1,61,78,0,140
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00030/env.xml,obstacle_0_movable,med,easy,0.1375,0.5375,11,32,10,27,80
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00031/env.xml,obstacle_0_movable,unsolvable,easy,0.0,0.575,0,69,6,45,120
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00036/env.xml,obstacle_0_movable,hard,easy,0.025,0.55,2,42,1,35,80
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00039/env.xml,obstacle_0_movable,hard,easy,0.032,0.648,4,77,35,9,125
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00042/env.xml,obstacle_0_movable,hard,easy,0.0286,0.6476,3,65,18,19,105
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00043/env.xml,obstacle_0_movable,unsolvable,unsolvable,0.0,0.0,0,0,111,4,115
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00044/env.xml,obstacle_0_movable,unsolvable,easy,0.0,0.6538,0,85,28,17,130
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00045/env.xml,obstacle_0_movable,med,easy,0.0545,0.8636,6,89,1,14,110
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00048/env.xml,obstacle_0_movable,med,easy,0.12,0.81,12,69,0,19,100
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00049/env.xml,obstacle_0_movable,unsolvable,med,0.0,0.1071,0,15,79,46,140
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00050/env.xml,obstacle_0_movable,med,easy,0.0667,0.4,2,10,5,13,30
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00052/env.xml,obstacle_0_movable,med,easy,0.1867,0.5467,14,27,0,34,75
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00053/env.xml,obstacle_0_movable,med,easy,0.125,0.6,10,38,0,32,80
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00054/env.xml,obstacle_0_movable,med,easy,0.0593,0.7111,8,88,36,3,135
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00055/env.xml,obstacle_0_movable,easy,easy,0.3143,0.6429,22,23,0,25,70
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00057/env.xml,obstacle_0_movable,easy,easy,0.4,1.0,16,24,0,0,40
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00058/env.xml,obstacle_0_movable,med,easy,0.1385,0.8462,9,46,3,7,65
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00061/env.xml,obstacle_0_movable,hard,easy,0.0455,0.8364,5,87,2,16,110
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00063/env.xml,obstacle_0_movable,unsolvable,med,0.0,0.087,0,10,100,5,115
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00064/env.xml,obstacle_0_movable,med,easy,0.0632,0.6737,6,58,0,31,95
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00065/env.xml,obstacle_0_movable,unsolvable,easy,0.0,0.4286,0,45,36,24,105
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00070/env.xml,obstacle_0_movable,hard,easy,0.04,0.8,2,38,0,10,50
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00071/env.xml,obstacle_0_movable,med,easy,0.0667,0.8,8,88,10,14,120
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00073/env.xml,obstacle_0_movable,easy,easy,0.3,0.7375,24,35,0,21,80
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00074/env.xml,obstacle_0_movable,hard,easy,0.0222,0.9,2,79,0,9,90
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00077/env.xml,obstacle_0_movable,med,easy,0.1273,0.6727,14,60,7,29,110
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00003/env.xml,obstacle_0_movable,med,easy,0.1444,0.6667,13,47,0,30,90
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00004/env.xml,obstacle_0_movable,unsolvable,easy,0.0,0.5684,0,54,19,22,95
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00006/env.xml,obstacle_0_movable,med,easy,0.28,0.76,14,24,0,12,50
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00007/env.xml,obstacle_0_movable,hard,easy,0.0308,0.7077,4,88,15,23,130
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00010/env.xml,obstacle_0_movable,med,easy,0.0667,0.5524,7,51,0,47,105
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00012/env.xml,obstacle_0_movable,unsolvable,unsolvable,0.0,0.0,0,0,84,41,125
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00014/env.xml,obstacle_0_movable,med,easy,0.06,0.77,6,71,7,16,100
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00016/env.xml,obstacle_0_movable,unsolvable,hard,0.0,0.04,0,6,100,44,150
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00018/env.xml,obstacle_0_movable,med,easy,0.14,0.73,14,59,6,21,100
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00019/env.xml,obstacle_0_movable,med,easy,0.1263,0.6105,12,46,1,36,95
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00020/env.xml,obstacle_0_movable,hard,easy,0.0261,0.5565,3,61,37,14,115
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00021/env.xml,obstacle_0_movable,med,easy,0.0571,0.8095,6,79,7,13,105
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00022/env.xml,obstacle_0_movable,easy,easy,0.3,0.8,18,30,0,12,60
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00024/env.xml,obstacle_0_movable,med,easy,0.0952,0.8286,10,77,2,16,105
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00025/env.xml,obstacle_0_movable,med,easy,0.06,0.62,6,56,0,38,100
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00026/env.xml,obstacle_0_movable,unsolvable,hard,0.0,0.0286,0,4,100,36,140
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00029/env.xml,obstacle_0_movable,med,easy,0.1294,0.7765,11,55,0,19,85
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00030/env.xml,obstacle_0_movable,med,easy,0.1143,0.7429,4,22,4,5,35
