xml,tier_old,tier_new,sr_hmax2_old,sr_hmax2_new,opener,setup,dead,blocked
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00003/env.xml,hard,hard,0.0392,0.0392,0,4,84,47
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00005/env.xml,easy,easy,0.4531,0.6875,2,44,9,40
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00006/env.xml,easy,easy,0.3511,0.7863,7,96,25,7
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00013/env.xml,easy,easy,0.3333,0.3333,0,2,1,12
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00015/env.xml,easy,easy,0.3393,0.3393,0,19,30,21
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00017/env.xml,easy,easy,0.375,0.6833,6,76,32,6
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00020/env.xml,easy,easy,0.6585,0.9024,19,18,0,13
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00026/env.xml,easy,easy,0.525,1.0,3,37,0,0
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00027/env.xml,med,easy,0.05,0.4429,1,61,78,0
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00030/env.xml,med,easy,0.2,0.7167,11,32,10,27
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00031/env.xml,easy,easy,0.3483,0.7753,0,69,6,45
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00036/env.xml,easy,easy,0.4364,0.8,2,42,1,35
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00039/env.xml,hard,easy,0.0333,0.675,4,77,35,9
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00042/env.xml,hard,easy,0.0326,0.7391,3,65,18,19
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00045/env.xml,easy,easy,0.4059,0.9406,6,89,1,14
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00048/env.xml,easy,easy,0.3068,0.9205,12,69,0,19
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00050/env.xml,easy,easy,0.6,0.6,2,10,5,13
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00053/env.xml,med,easy,0.2321,0.8571,10,38,0,32
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00054/env.xml,easy,easy,0.3582,0.7164,8,88,36,3
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00058/env.xml,easy,easy,0.7833,0.9167,9,46,3,7
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00061/env.xml,easy,easy,0.32,0.92,5,87,2,16
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00063/env.xml,med,med,0.0796,0.0885,0,10,100,5
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00070/env.xml,easy,easy,0.6591,0.9091,2,38,0,10
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00074/env.xml,easy,easy,0.5647,0.9529,2,79,0,9
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00007/env.xml,easy,easy,0.4359,0.7863,4,88,15,23
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00012/env.xml,hard,hard,0.0104,0.0,0,0,84,41
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00016/env.xml,hard,med,0.0431,0.0517,0,6,100,44
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00018/env.xml,easy,easy,0.3103,0.8391,14,59,6,21
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00020/env.xml,hard,easy,0.0367,0.5872,3,61,37,14
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00021/env.xml,easy,easy,0.56,0.85,6,79,7,13
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00026/env.xml,med,hard,0.0526,0.0351,0,4,100,36
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00030/env.xml,easy,easy,0.6452,0.8387,4,22,4,5
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00032/env.xml,easy,easy,0.5833,0.6667,6,42,16,31
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00033/env.xml,med,easy,0.1455,0.7909,6,81,19,9
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00034/env.xml,easy,easy,0.3118,0.9677,19,71,1,4
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00035/env.xml,med,med,0.0612,0.0714,0,7,74,64
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00037/env.xml,easy,easy,0.4839,0.4839,0,30,27,18
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00038/env.xml,med,easy,0.1774,0.7097,3,85,31,6
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00048/env.xml,easy,easy,0.4828,0.4828,0,42,44,4
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00050/env.xml,hard,easy,0.0397,0.3968,4,46,65,30
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00053/env.xml,easy,easy,0.8873,0.9296,22,44,0,9
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00064/env.xml,easy,easy,0.3704,0.3704,2,8,15,10
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00066/env.xml,med,easy,0.2222,0.8182,6,75,14,10
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00067/env.xml,med,med,0.2727,0.2727,0,24,59,22
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00069/env.xml,easy,easy,0.7927,0.9634,25,54,0,6
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00070/env.xml,med,med,0.056,0.064,0,8,108,34
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00071/env.xml,med,med,0.0641,0.0641,0,5,63,37
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00073/env.xml,easy,easy,0.8333,0.9333,18,38,0,14
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_204/rb_00004/env.xml,med,easy,0.1111,0.8485,5,79,10,11
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_204/rb_00009/env.xml,easy,easy,0.3253,0.5422,1,44,24,41
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_204/rb_00012/env.xml,hard,easy,0.0305,0.4962,3,62,61,9
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_204/rb_00014/env.xml,easy,easy,0.439,0.8171,5,62,4,39
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_204/rb_00018/env.xml,hard,hard,0.0435,0.0435,0,5,99,41
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_204/rb_00020/env.xml,med,easy,0.0643,0.8,3,109,20,23
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_204/rb_00024/env.xml,easy,med,0.3048,0.2952,0,31,66,33
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_204/rb_00037/env.xml,easy,easy,0.5185,0.7222,5,34,11,15
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_204/rb_00042/env.xml,easy,easy,0.5088,0.9649,29,26,0,10
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_204/rb_00059/env.xml,easy,easy,0.4839,0.9677,15,15,0,5
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_204/rb_00072/env.xml,easy,easy,0.6154,0.7538,7,42,13,8
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_204/rb_00078/env.xml,med,med,0.25,0.25,0,1,0,14
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00006/env.xml,easy,easy,0.4,0.84,1,62,3,19
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00010/env.xml,easy,easy,0.321,0.9136,26,48,0,11
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00013/env.xml,med,easy,0.1226,0.717,6,70,26,13
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00016/env.xml,easy,easy,0.3529,0.7941,12,15,0,33
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00017/env.xml,hard,hard,0.027,0.027,0,2,65,28
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00034/env.xml,easy,easy,0.8627,0.8824,16,29,0,30
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00043/env.xml,easy,easy,0.52,0.82,6,35,9,0
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00045/env.xml,easy,easy,0.6167,0.9667,8,50,0,7
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00048/env.xml,easy,easy,0.8833,0.9167,19,36,0,20
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00050/env.xml,easy,easy,0.625,0.625,2,3,0,15
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00051/env.xml,med,easy,0.197,0.8939,13,46,6,5
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00054/env.xml,easy,easy,0.3263,0.3263,0,31,45,49
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00058/env.xml,med,easy,0.1667,0.5417,2,37,19,47
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00062/env.xml,easy,easy,0.65,0.9167,2,53,0,20
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00064/env.xml,hard,hard,0.0426,0.0426,0,4,81,30
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00065/env.xml,med,med,0.1714,0.1714,0,12,58,0
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00069/env.xml,easy,easy,0.451,0.8824,23,22,0,30
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00073/env.xml,easy,easy,0.4143,0.7714,1,53,9,22
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00075/env.xml,easy,easy,0.3333,0.3333,0,1,0,9
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00077/env.xml,med,easy,0.1154,0.7115,6,31,9,24
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00006/env.xml,easy,easy,0.9615,0.9615,20,30,0,10
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00009/env.xml,med,med,0.0756,0.0756,0,9,99,32
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00010/env.xml,easy,easy,0.8571,0.8929,17,33,0,25
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00011/env.xml,hard,hard,0.0268,0.0268,0,3,99,38
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00012/env.xml,easy,easy,0.9756,0.9756,16,24,0,5
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00018/env.xml,med,easy,0.1633,0.6531,8,24,10,28
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00020/env.xml,med,med,0.0811,0.1081,0,8,60,32
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00027/env.xml,hard,hard,0.02,0.02,0,2,92,21
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00033/env.xml,easy,easy,0.4027,0.7919,9,109,30,2
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00041/env.xml,easy,easy,0.8,1.0,8,42,0,0
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00055/env.xml,easy,easy,0.381,0.5952,2,48,25,25
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00058/env.xml,easy,easy,0.86,0.94,16,31,0,8
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00066/env.xml,med,med,0.2778,0.2778,1,4,10,15
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00067/env.xml,easy,easy,0.4182,0.9273,23,28,0,9
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00068/env.xml,hard,hard,0.0364,0.0364,0,2,47,26
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00069/env.xml,easy,easy,0.8,0.9385,20,41,0,14
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00071/env.xml,hard,easy,0.0373,0.7015,1,93,35,6
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00075/env.xml,med,easy,0.2294,0.7798,7,78,20,15
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00079/env.xml,hard,hard,0.0086,0.0086,0,1,111,8
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00000/env.xml,easy,easy,0.4211,0.8421,4,60,0,41
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00002/env.xml,easy,easy,0.5714,0.9286,17,22,0,6
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00008/env.xml,easy,easy,0.9545,0.9545,8,13,0,4
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00010/env.xml,easy,easy,0.8571,0.8571,3,9,0,3
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00011/env.xml,easy,easy,0.3647,0.8353,5,66,4,35
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00013/env.xml,easy,easy,0.3455,0.7636,1,41,4,29
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00014/env.xml,easy,easy,0.5652,0.6739,3,28,10,14
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00016/env.xml,easy,easy,0.4259,0.4259,0,23,25,22
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00019/env.xml,easy,easy,0.5385,0.8077,3,18,4,5
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00021/env.xml,hard,easy,0.0385,0.8365,4,83,14,9
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00031/env.xml,easy,easy,0.5714,0.8214,4,19,3,9
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00037/env.xml,easy,easy,0.6226,0.9434,6,44,0,10
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00039/env.xml,easy,easy,0.7333,1.0,9,21,0,0
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00049/env.xml,easy,easy,0.8364,0.8727,16,32,0,27
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00053/env.xml,med,med,0.0603,0.0603,0,7,97,46
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00055/env.xml,hard,easy,0.0138,0.7172,1,103,40,1
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00060/env.xml,easy,easy,0.36,0.88,8,14,0,18
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00064/env.xml,med,med,0.069,0.069,0,2,24,9
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00071/env.xml,easy,easy,0.4933,0.48,0,36,34,15
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00075/env.xml,easy,easy,0.45,1.0,9,11,0,0
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00005/env.xml,med,med,0.0732,0.0732,0,6,66,43
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00021/env.xml,easy,easy,0.6071,0.9643,10,17,0,3
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00022/env.xml,easy,easy,0.7429,0.9286,21,44,0,25
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00024/env.xml,easy,easy,0.9524,0.9524,8,12,0,5
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00029/env.xml,easy,easy,0.3889,0.8611,4,58,1,37
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00033/env.xml,easy,easy,0.8511,0.9787,7,39,0,9
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00036/env.xml,easy,easy,0.9394,0.9697,12,20,0,3
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00038/env.xml,easy,easy,0.8511,0.8511,14,26,0,30
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00042/env.xml,easy,easy,0.3011,0.8817,17,65,5,8
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00043/env.xml,easy,easy,0.3247,0.3247,0,25,44,36
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00047/env.xml,easy,easy,0.3333,0.3444,0,31,55,19
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00063/env.xml,hard,hard,0.0204,0.0408,0,2,39,34
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00071/env.xml,easy,easy,0.7183,0.9718,22,47,0,6
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00075/env.xml,easy,easy,0.3725,0.7843,13,27,10,5
/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00078/env.xml,easy,easy,0.5088,0.9123,8,44,0,13
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00010/env.xml,hard,easy,0.0438,0.7007,2,94,32,17
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00015/env.xml,easy,easy,0.36,0.78,6,72,15,22
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00020/env.xml,easy,easy,0.315,0.5512,5,65,48,32
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00024/env.xml,med,easy,0.0606,0.8409,6,105,18,6
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00027/env.xml,med,med,0.0671,0.1745,10,16,120,14
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00032/env.xml,easy,easy,0.8222,0.8222,14,23,0,38
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00045/env.xml,easy,easy,0.381,0.7714,1,80,12,27
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00047/env.xml,easy,easy,0.8214,0.8929,17,33,0,25
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00054/env.xml,med,easy,0.0781,0.7344,3,91,30,6
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00067/env.xml,hard,easy,0.0229,0.6641,3,84,40,8
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00068/env.xml,easy,easy,0.5,0.8854,4,81,4,16
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00070/env.xml,hard,easy,0.0342,0.7778,2,89,20,19
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00075/env.xml,med,med,0.0826,0.0826,0,10,110,5
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00082/env.xml,med,easy,0.2019,0.4712,2,47,45,31
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00083/env.xml,hard,hard,0.0177,0.0177,0,2,108,10
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00086/env.xml,med,med,0.0634,0.0704,0,10,127,13
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00007/env.xml,easy,easy,0.8667,0.9,18,36,0,21
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00013/env.xml,easy,easy,0.4957,0.7043,7,74,26,18
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00014/env.xml,easy,easy,0.3237,0.3237,0,45,87,18
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00019/env.xml,easy,easy,0.725,1.0,3,37,0,0
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00023/env.xml,hard,easy,0.0427,0.3077,4,32,70,29
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00026/env.xml,med,med,0.0635,0.0635,0,8,111,26
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00027/env.xml,med,med,0.0577,0.1923,5,25,121,9
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00028/env.xml,hard,hard,0.0364,0.0364,0,4,99,27
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00044/env.xml,easy,easy,0.3333,0.3535,0,35,48,47
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00045/env.xml,med,easy,0.0608,0.777,9,106,30,5
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00049/env.xml,easy,easy,0.4643,0.4643,0,26,29,5
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00052/env.xml,easy,easy,0.7273,1.0,9,46,0,0
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00053/env.xml,med,easy,0.2059,0.6985,4,91,34,16
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00064/env.xml,easy,easy,0.407,0.9419,2,79,0,14
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00065/env.xml,med,easy,0.0649,0.4935,8,68,76,8
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00067/env.xml,easy,easy,0.6933,0.76,19,38,10,33
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00068/env.xml,med,med,0.0806,0.0806,0,10,105,35
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00072/env.xml,hard,easy,0.0377,0.8019,2,83,13,22
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00077/env.xml,med,easy,0.0909,0.7552,2,106,32,5
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00006/env.xml,hard,easy,0.0323,0.529,1,81,67,11
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00009/env.xml,hard,hard,0.0413,0.0413,0,5,106,39
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00011/env.xml,hard,hard,0.0168,0.0168,0,2,105,43
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00012/env.xml,med,easy,0.0788,0.7758,6,122,36,1
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00014/env.xml,med,easy,0.0789,0.75,2,112,34,12
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00022/env.xml,med,med,0.0703,0.0703,0,9,112,29
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00027/env.xml,med,easy,0.1194,0.806,5,103,24,3
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00040/env.xml,easy,easy,0.4267,0.68,5,46,16,28
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00041/env.xml,easy,easy,0.3333,0.5476,3,43,27,32
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00049/env.xml,easy,easy,0.4589,0.8288,8,113,22,7
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00057/env.xml,med,easy,0.25,0.5938,2,17,10,11
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00066/env.xml,med,easy,0.2936,0.5046,3,52,42,33
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00070/env.xml,hard,easy,0.029,0.6449,4,85,46,5
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00071/env.xml,hard,hard,0.0189,0.0189,0,2,92,46
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00083/env.xml,easy,easy,0.4143,0.8714,2,59,0,29
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00089/env.xml,easy,easy,0.7931,0.8793,18,33,0,34
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00006/env.xml,hard,easy,0.0216,0.5755,3,77,58,2
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00008/env.xml,med,med,0.0753,0.086,0,8,76,21
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00021/env.xml,med,easy,0.0541,0.6486,5,67,29,29
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00022/env.xml,med,med,0.0654,0.2026,8,23,119,15
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00026/env.xml,med,med,0.0814,0.0814,0,7,70,28
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00039/env.xml,easy,easy,0.331,0.7676,10,99,31,5
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00042/env.xml,hard,easy,0.0155,0.7132,1,91,33,15
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00049/env.xml,easy,easy,0.65,1.0,2,18,0,0
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00060/env.xml,med,easy,0.24,1.0,6,19,0,0
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00063/env.xml,med,easy,0.2522,0.8609,7,92,12,9
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00067/env.xml,med,easy,0.0642,0.7431,3,78,21,18
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00078/env.xml,hard,easy,0.0114,0.7955,0,70,9,31
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_401/rb_00017/env.xml,easy,easy,0.797,0.9173,106,16,0,23
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_401/rb_00060/env.xml,easy,easy,0.5882,0.9664,70,45,0,20
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_402/rb_00024/env.xml,easy,easy,0.7874,0.9055,100,15,0,25
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_402/rb_00041/env.xml,easy,easy,0.8142,0.9469,92,15,0,18
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_402/rb_00042/env.xml,easy,easy,0.791,0.9701,106,24,0,20
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_402/rb_00059/env.xml,easy,easy,0.3333,0.9561,15,94,0,21
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_402/rb_00065/env.xml,easy,easy,0.8056,0.9722,87,18,0,15
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_402/rb_00075/env.xml,easy,easy,0.7933,0.98,119,28,0,3
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_403/rb_00001/env.xml,easy,easy,0.5243,0.9709,54,46,0,15
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_403/rb_00006/env.xml,easy,easy,0.6111,0.9722,66,39,0,15
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_404/rb_00027/env.xml,easy,easy,0.8154,0.9615,106,19,0,25
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_404/rb_00076/env.xml,easy,easy,0.6356,0.9746,75,40,0,15
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_404/rb_00078/env.xml,easy,easy,0.7547,0.8962,80,15,0,35
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_406/rb_00001/env.xml,easy,easy,0.7867,1.0,118,32,0,0
