build_id,axis,tier,push_kind,marker_reachable,solve_rate,xml
med_019,1push,med,one_push,1,0.0926,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_204/rb_00037/env.xml
med_020,1push,med,one_push,0,0.0517,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_519/rb_00009/env.xml
med_021,1push,med,one_push,1,0.0556,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00412/env.xml
med_022,1push,med,one_push,1,0.0833,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00032/env.xml
med_023,1push,med,one_push,1,0.1071,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00445/env.xml
med_024,1push,med,one_push,1,0.0519,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00065/env.xml
med_025,1push,med,one_push,1,0.0563,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00172/env.xml
med_026,1push,med,one_push,1,0.0897,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00490/env.xml
med_027,1push,med,one_push,1,0.1077,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_204/rb_00072/env.xml
med_028,1push,med,one_push,0,0.0521,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00232/env.xml
med_029,1push,med,one_push,1,0.0575,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00191/env.xml
med_030,1push,med,one_push,1,0.1,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00050/env.xml
med_031,1push,med,one_push,0,0.1154,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00019/env.xml
med_032,1push,med,one_push,1,0.0523,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00022/env.xml
med_033,1push,med,one_push,1,0.0583,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00014/env.xml
med_034,1push,med,one_push,1,0.1,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00049/env.xml
med_035,1push,med,one_push,1,0.1154,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00077/env.xml
med_036,1push,med,one_push,1,0.0526,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00000/env.xml
med_037,1push,med,one_push,0,0.0584,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00230/env.xml
med_038,1push,med,one_push,1,0.1132,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00037/env.xml
med_039,1push,med,one_push,1,0.1231,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00197/env.xml
med_040,1push,med,one_push,1,0.0526,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00266/env.xml
med_041,1push,med,one_push,1,0.0588,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00011/env.xml
med_042,1push,med,one_push,1,0.12,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00043/env.xml
med_043,1push,med,one_push,1,0.1404,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00078/env.xml
med_044,1push,med,one_push,0,0.0532,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00070/env.xml
med_045,1push,med,one_push,1,0.0593,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00268/env.xml
med_046,1push,med,one_push,1,0.125,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00423/env.xml
med_047,1push,med,one_push,1,0.1429,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00031/env.xml
med_048,1push,med,one_push,1,0.0534,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00006/env.xml
med_049,1push,med,one_push,1,0.06,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00021/env.xml
med_050,1push,med,one_push,0,0.129,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00030/env.xml
med_051,1push,med,one_push,1,0.1489,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00033/env.xml
med_052,1push,med,one_push,0,0.0536,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_522/rb_00004/env.xml
med_053,1push,med,one_push,0,0.06,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00015/env.xml
med_054,1push,med,one_push,1,0.1333,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00045/env.xml
med_055,1push,med,one_push,0,0.2143,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00010/env.xml
med_056,1push,med,one_push,1,0.0543,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00270/env.xml
med_057,1push,med,one_push,0,0.0608,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00045/env.xml
med_058,1push,med,one_push,1,0.1429,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00157/env.xml
med_059,1push,med,one_push,1,0.2432,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00211/env.xml
med_060,1push,med,one_push,1,0.0545,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00033/env.xml
med_061,1push,med,one_push,1,0.0609,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00063/env.xml
med_062,1push,med,one_push,0,0.15,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00058/env.xml
med_063,1push,med,one_push,1,0.25,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00050/env.xml
med_064,1push,med,one_push,1,0.0556,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00009/env.xml
med_065,1push,med,one_push,0,0.061,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_204/rb_00014/env.xml
med_066,1push,med,one_push,1,0.16,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00041/env.xml
med_067,1push,med,one_push,1,0.2533,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00067/env.xml
med_068,1push,med,one_push,0,0.0556,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00029/env.xml
med_069,1push,med,one_push,1,0.0625,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00147/env.xml
med_070,1push,med,one_push,0,0.1607,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00058/env.xml
med_071,1push,med,one_push,1,0.2889,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00186/env.xml
med_072,1push,med,one_push,0,0.0566,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00013/env.xml
med_073,1push,med,one_push,0,0.0631,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00101/env.xml
med_074,1push,med,one_push,1,0.1633,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00018/env.xml
med_075,1push,med,one_push,1,0.2909,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00049/env.xml
med_076,1push,med,one_push,1,0.0573,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00188/env.xml
med_077,1push,med,one_push,0,0.0633,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00063/env.xml
med_078,1push,med,one_push,1,0.1636,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00052/env.xml
med_079,1push,med,one_push,1,0.2979,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00038/env.xml
med_080,1push,med,one_push,0,0.0594,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00045/env.xml
med_081,1push,med,one_push,1,0.0635,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00353/env.xml
med_082,1push,med,one_push,1,0.175,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00410/env.xml
med_083,1push,med,one_push,0,0.0595,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00104/env.xml
med_084,1push,med,one_push,1,0.0642,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00075/env.xml
med_085,1push,med,one_push,1,0.1786,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00053/env.xml
med_086,1push,med,one_push,1,0.0597,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00054/env.xml
med_087,1push,med,one_push,1,0.0647,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00236/env.xml
med_088,1push,med,one_push,0,0.1833,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00030/env.xml
med_089,1push,med,one_push,1,0.0598,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00286/env.xml
med_090,1push,med,one_push,1,0.0652,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00014/env.xml
med_091,1push,med,one_push,1,0.197,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00051/env.xml
med_092,1push,med,one_push,0,0.0604,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00033/env.xml
med_093,1push,med,one_push,1,0.0667,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00040/env.xml
med_094,1push,med,one_push,1,0.24,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00060/env.xml
med_095,1push,med,one_push,1,0.0606,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00066/env.xml
med_096,1push,med,one_push,0,0.0671,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00027/env.xml
med_097,1push,med,one_push,1,0.2456,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00054/env.xml
med_098,1push,med,one_push,1,0.0609,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00013/env.xml
med_099,1push,med,one_push,1,0.0685,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00113/env.xml
easy_000,hmax2,easy,one_push,1,0.4706,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00154/env.xml
easy_001,hmax2,easy,one_push,1,0.7547,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_404/rb_00078/env.xml
easy_002,hmax2,easy,needs_2_chain,1,0.3011,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00043/env.xml
easy_003,hmax2,easy,one_push,1,0.3011,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00042/env.xml
easy_004,hmax2,easy,needs_2_chain,1,0.3393,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00015/env.xml
easy_005,hmax2,easy,needs_2_chain,1,0.3333,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00013/env.xml
easy_006,hmax2,easy,one_push,1,0.5,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00197/env.xml
easy_007,hmax2,easy,one_push,1,0.7863,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00007/env.xml
easy_008,hmax2,easy,needs_2_chain,0,0.3014,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00319/env.xml
easy_009,hmax2,easy,one_push,1,0.3028,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_507/rb_00005/env.xml
easy_010,hmax2,easy,needs_2_chain,0,0.3571,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00153/env.xml
easy_011,hmax2,easy,needs_2_chain,1,0.3333,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00075/env.xml
easy_012,hmax2,easy,one_push,1,0.5243,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_403/rb_00001/env.xml
easy_013,hmax2,easy,one_push,1,0.7867,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_406/rb_00001/env.xml
easy_014,hmax2,easy,needs_2_chain,1,0.3028,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00135/env.xml
easy_015,hmax2,easy,needs_2_chain,1,0.3048,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_204/rb_00024/env.xml
easy_016,hmax2,easy,one_push,1,0.36,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00273/env.xml
easy_017,hmax2,easy,one_push,1,0.3529,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00016/env.xml
easy_018,hmax2,easy,one_push,1,0.56,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00065/env.xml
easy_019,hmax2,easy,one_push,1,0.7874,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_402/rb_00024/env.xml
easy_020,hmax2,easy,one_push,0,0.3068,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00048/env.xml
easy_021,hmax2,easy,needs_2_chain,1,0.3103,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_519/rb_00000/env.xml
easy_022,hmax2,easy,one_push,1,0.36,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00133/env.xml
easy_023,hmax2,easy,one_push,1,0.36,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00060/env.xml
easy_024,hmax2,easy,one_push,1,0.5856,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00026/env.xml
easy_025,hmax2,easy,one_push,1,0.791,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_402/rb_00042/env.xml
easy_026,hmax2,easy,one_push,1,0.3103,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00018/env.xml
easy_027,hmax2,easy,needs_2_chain,1,0.3163,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00064/env.xml
easy_028,hmax2,easy,needs_2_chain,1,0.3654,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00052/env.xml
easy_029,hmax2,easy,needs_2_chain,1,0.375,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00463/env.xml
easy_030,hmax2,easy,one_push,1,0.5882,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_401/rb_00060/env.xml
easy_031,hmax2,easy,one_push,1,0.7933,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_402/rb_00075/env.xml
easy_032,hmax2,easy,one_push,0,0.3118,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00034/env.xml
easy_033,hmax2,easy,needs_2_chain,1,0.3197,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00338/env.xml
easy_034,hmax2,easy,one_push,1,0.3704,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00064/env.xml
easy_035,hmax2,easy,one_push,1,0.386,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00176/env.xml
easy_036,hmax2,easy,one_push,1,0.596,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00138/env.xml
easy_037,hmax2,easy,one_push,1,0.797,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_401/rb_00017/env.xml
easy_038,hmax2,easy,needs_2_chain,1,0.312,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00217/env.xml
easy_039,hmax2,easy,one_push,1,0.32,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00061/env.xml
easy_040,hmax2,easy,one_push,1,0.3725,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00075/env.xml
easy_041,hmax2,easy,one_push,1,0.3889,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00352/env.xml
easy_042,hmax2,easy,one_push,1,0.6095,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00199/env.xml
easy_043,hmax2,easy,one_push,1,0.7971,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_406/rb_00045/env.xml
easy_044,hmax2,easy,one_push,0,0.315,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00020/env.xml
easy_045,hmax2,easy,one_push,1,0.321,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00010/env.xml
easy_046,hmax2,easy,one_push,1,0.4182,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00067/env.xml
easy_047,hmax2,easy,needs_2_chain,1,0.4259,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00016/env.xml
easy_048,hmax2,easy,one_push,1,0.6111,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_403/rb_00006/env.xml
easy_049,hmax2,easy,one_push,1,0.7983,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_410/rb_00045/env.xml
easy_050,hmax2,easy,needs_2_chain,0,0.3222,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00281/env.xml
easy_051,hmax2,easy,needs_2_chain,1,0.3229,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00283/env.xml
easy_052,hmax2,easy,one_push,1,0.44,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00041/env.xml
easy_053,hmax2,easy,one_push,1,0.45,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00075/env.xml
easy_054,hmax2,easy,one_push,1,0.6174,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00081/env.xml
easy_055,hmax2,easy,one_push,1,0.8056,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_412/rb_00043/env.xml
easy_056,hmax2,easy,needs_2_chain,1,0.3237,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00014/env.xml
easy_057,hmax2,easy,needs_2_chain,0,0.3233,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00098/env.xml
easy_058,hmax2,easy,needs_2_chain,1,0.4545,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00224/env.xml
easy_059,hmax2,easy,one_push,0,0.451,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00069/env.xml
easy_060,hmax2,easy,one_push,1,0.6267,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00106/env.xml
easy_061,hmax2,easy,one_push,1,0.8056,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_402/rb_00065/env.xml
easy_062,hmax2,easy,needs_2_chain,0,0.3247,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00043/env.xml
easy_063,hmax2,easy,one_push,1,0.3235,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00259/env.xml
easy_064,hmax2,easy,needs_2_chain,1,0.4643,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00049/env.xml
easy_065,hmax2,easy,needs_2_chain,0,0.48,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00002/env.xml
easy_066,hmax2,easy,one_push,1,0.6339,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00159/env.xml
easy_067,hmax2,easy,one_push,1,0.8077,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00190/env.xml
easy_068,hmax2,easy,one_push,1,0.3253,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_204/rb_00009/env.xml
easy_069,hmax2,easy,needs_2_chain,1,0.3243,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00156/env.xml
easy_070,hmax2,easy,needs_2_chain,0,0.4783,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00341/env.xml
easy_071,hmax2,easy,needs_2_chain,1,0.4933,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00071/env.xml
easy_072,hmax2,easy,one_push,1,0.6356,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_404/rb_00076/env.xml
easy_073,hmax2,easy,one_push,1,0.8087,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_412/rb_00073/env.xml
easy_074,hmax2,easy,needs_2_chain,1,0.3263,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00054/env.xml
easy_075,hmax2,easy,one_push,1,0.3281,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00044/env.xml
easy_076,hmax2,easy,needs_2_chain,1,0.4828,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00048/env.xml
easy_077,hmax2,easy,one_push,1,0.5,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00445/env.xml
easy_078,hmax2,easy,one_push,1,0.6385,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_410/rb_00049/env.xml
easy_079,hmax2,easy,one_push,1,0.8125,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00009/env.xml
easy_080,hmax2,easy,one_push,1,0.3299,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_519/rb_00005/env.xml
easy_081,hmax2,easy,one_push,1,0.3301,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00014/env.xml
easy_082,hmax2,easy,needs_2_chain,1,0.4833,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00020/env.xml
easy_083,hmax2,easy,one_push,1,0.5,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00174/env.xml
easy_084,hmax2,easy,one_push,1,0.64,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00043/env.xml
easy_085,hmax2,easy,one_push,1,0.8133,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00001/env.xml
easy_086,hmax2,easy,one_push,0,0.3308,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00161/env.xml
easy_087,hmax2,easy,one_push,0,0.331,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00039/env.xml
easy_088,hmax2,easy,needs_2_chain,1,0.4839,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00037/env.xml
easy_089,hmax2,easy,needs_2_chain,0,0.5,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00177/env.xml
easy_090,hmax2,easy,one_push,1,0.6429,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00162/env.xml
easy_091,hmax2,easy,one_push,1,0.8142,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_402/rb_00041/env.xml
easy_092,hmax2,easy,one_push,1,0.3333,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_402/rb_00059/env.xml
easy_093,hmax2,easy,one_push,0,0.3333,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00041/env.xml
easy_094,hmax2,easy,one_push,1,0.4839,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_204/rb_00059/env.xml
easy_095,hmax2,easy,one_push,1,0.5088,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_204/rb_00042/env.xml
easy_096,hmax2,easy,one_push,1,0.6504,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00184/env.xml
easy_097,hmax2,easy,one_push,1,0.8154,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_404/rb_00027/env.xml
easy_098,hmax2,easy,needs_2_chain,1,0.3333,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00044/env.xml
easy_099,hmax2,easy,needs_2_chain,1,0.3333,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00047/env.xml
hard_000,hmax2,hard,one_push,0,0.0068,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00363/env.xml
hard_001,hmax2,hard,needs_2_chain,1,0.0067,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_502/rb_00007/env.xml
hard_002,hmax2,hard,needs_2_chain,1,0.027,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00017/env.xml
hard_003,hmax2,hard,needs_2_chain,1,0.0189,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00458/env.xml
hard_004,hmax2,hard,needs_2_chain,1,0.0072,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00228/env.xml
hard_005,hmax2,hard,needs_2_chain,0,0.0085,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00295/env.xml
hard_006,hmax2,hard,needs_2_chain,0,0.0204,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00063/env.xml
hard_007,hmax2,hard,needs_2_chain,1,0.0073,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00164/env.xml
hard_008,hmax2,hard,needs_2_chain,1,0.0086,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00079/env.xml
hard_009,hmax2,hard,needs_2_chain,0,0.0238,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00347/env.xml
hard_010,hmax2,hard,one_push,0,0.0077,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00110/env.xml
hard_011,hmax2,hard,needs_2_chain,1,0.0088,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00010/env.xml
hard_012,hmax2,hard,needs_2_chain,0,0.025,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00265/env.xml
hard_013,hmax2,hard,needs_2_chain,1,0.008,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_517/rb_00018/env.xml
hard_014,hmax2,hard,one_push,0,0.009,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
hard_015,hmax2,hard,needs_2_chain,0,0.0364,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00068/env.xml
hard_016,hmax2,hard,one_push,0,0.0082,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00008/env.xml
hard_017,hmax2,hard,needs_2_chain,1,0.0091,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_523/rb_00000/env.xml
hard_018,hmax2,hard,needs_2_chain,0,0.0083,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00127/env.xml
hard_019,hmax2,hard,one_push,0,0.0097,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00233/env.xml
hard_020,hmax2,hard,needs_2_chain,1,0.0085,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_522/rb_00008/env.xml
hard_021,hmax2,hard,needs_2_chain,0,0.0104,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00012/env.xml
hard_022,hmax2,hard,needs_2_chain,1,0.0086,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00441/env.xml
hard_023,hmax2,hard,needs_2_chain,1,0.0114,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00011/env.xml
hard_024,hmax2,hard,needs_2_chain,0,0.0088,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00316/env.xml
hard_025,hmax2,hard,one_push,0,0.0114,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00078/env.xml
hard_026,hmax2,hard,needs_2_chain,1,0.0091,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00420/env.xml
hard_027,hmax2,hard,needs_2_chain,1,0.0179,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_505/rb_00001/env.xml
hard_028,hmax2,hard,one_push,0,0.0098,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_522/rb_00017/env.xml
hard_029,hmax2,hard,needs_2_chain,1,0.0189,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00071/env.xml
hard_030,hmax2,hard,needs_2_chain,1,0.0137,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00064/env.xml
hard_031,hmax2,hard,needs_2_chain,1,0.024,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00174/env.xml
hard_032,hmax2,hard,one_push,1,0.0138,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00162/env.xml
