xml,edge,depth,score,offset_cm,offset_frac,face,travel_cm,dyaw_deg,rank,n_cand
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00031/env.xml,45,2,0.5914258360862732,0.0,0.0,short,6.49,7.39,88,135
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00031/env.xml,35,2,0.5910909175872803,5.36,0.7143,short,6.29,14.01,89,135
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00031/env.xml,30,4,0.5903021693229675,7.5,1.0,short,5.53,-38.28,90,135
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00031/env.xml,19,2,0.5896731615066528,1.0,0.2857,long,11.93,-3.33,91,135
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00031/env.xml,47,0,0.5896667242050171,1.07,0.1429,short,4.06,-0.45,92,135
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00031/env.xml,34,3,0.5892312526702881,5.36,0.7143,short,5.6,-33.21,93,135
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00031/env.xml,25,0,0.5889414548873901,2.5,0.7143,long,3.97,1.54,94,135
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00031/env.xml,27,3,0.5887641310691833,3.0,0.8571,long,10.17,5.82,95,135
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00031/env.xml,21,0,0.5871714353561401,1.5,0.4286,long,4.12,0.77,96,135
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00031/env.xml,43,2,0.5864505171775818,1.07,0.1429,short,6.48,7.87,97,135
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00031/env.xml,19,1,0.5862530469894409,1.0,0.2857,long,8.77,-0.69,98,135
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00031/env.xml,31,2,0.5853310227394104,7.5,1.0,short,5.91,21.25,99,135
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00031/env.xml,41,2,0.5822889804840088,2.14,0.2857,short,6.44,9.67,100,135
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00031/env.xml,27,2,0.5798237323760986,3.0,0.8571,long,8.54,4.8,101,135
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00031/env.xml,19,0,0.5783298015594482,1.0,0.2857,long,4.2,0.37,102,135
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00031/env.xml,29,4,0.5736892819404602,3.5,1.0,long,10.72,9.19,103,135
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00031/env.xml,34,0,0.573423445224762,5.36,0.7143,short,3.45,-5.99,104,135
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00031/env.xml,29,3,0.5707787275314331,3.5,1.0,long,9.37,7.92,105,135
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00031/env.xml,27,1,0.5704206228256226,3.0,0.8571,long,7.08,3.18,106,135
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00031/env.xml,33,3,0.5700786113739014,6.43,0.8571,short,5.9,22.87,107,135
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00031/env.xml,29,2,0.5671470761299133,3.5,1.0,long,8.02,6.2,108,135
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00031/env.xml,31,3,0.566092848777771,7.5,1.0,short,5.74,24.82,109,135
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00031/env.xml,7,4,0.5638341307640076,2.0,0.5714,long,0.0,0.0,110,135
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00031/env.xml,29,1,0.5620286464691162,3.5,1.0,long,6.69,3.96,111,135
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00031/env.xml,29,0,0.5615345239639282,3.5,1.0,long,3.75,2.45,112,135
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00031/env.xml,27,0,0.5607739686965942,3.0,0.8571,long,3.84,2.09,113,135
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00031/env.xml,31,4,0.5556737780570984,7.5,1.0,short,5.61,27.71,114,135
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00031/env.xml,35,3,0.5556478500366211,5.36,0.7143,short,6.18,18.32,115,135
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00031/env.xml,33,4,0.5545758605003357,6.43,0.8571,short,5.77,25.93,116,135
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00031/env.xml,3,3,0.5539602041244507,3.0,0.8571,long,0.0,0.0,117,135
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00031/env.xml,35,4,0.5443128943443298,5.36,0.7143,short,6.08,21.7,118,135
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00031/env.xml,47,3,0.5423258543014526,1.07,0.1429,short,6.52,7.32,119,135
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00031/env.xml,37,3,0.5418287515640259,4.29,0.5714,short,6.32,15.69,120,135
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00031/env.xml,45,3,0.5372823476791382,0.0,0.0,short,6.5,7.32,121,135
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00031/env.xml,39,3,0.5354042053222656,3.21,0.4286,short,6.36,13.86,122,135
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00031/env.xml,1,3,0.5343793034553528,3.5,1.0,long,0.0,0.0,123,135
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00031/env.xml,5,4,0.5337731242179871,2.5,0.7143,long,17.99,-9.75,124,135
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00031/env.xml,37,4,0.5323767066001892,4.29,0.5714,short,6.26,18.29,125,135
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00031/env.xml,41,3,0.53059983253479,2.14,0.2857,short,6.44,10.16,126,135
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00031/env.xml,43,3,0.5277950167655945,1.07,0.1429,short,6.48,8.24,127,135
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00031/env.xml,47,4,0.5268786549568176,1.07,0.1429,short,6.52,7.32,128,135
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00031/env.xml,45,4,0.5267321467399597,0.0,0.0,short,6.5,7.32,129,135
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00031/env.xml,39,4,0.5194326639175415,3.21,0.4286,short,6.36,13.86,130,135
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00031/env.xml,41,4,0.5186895728111267,2.14,0.2857,short,6.44,10.16,131,135
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00031/env.xml,43,4,0.5147088766098022,1.07,0.1429,short,6.48,8.31,132,135
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00031/env.xml,3,4,0.5083326101303101,3.0,0.8571,long,0.0,0.0,133,135
/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00031/env.xml,1,4,0.5059544444084167,3.5,1.0,long,0.0,0.0,134,135
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,0,2,0.7283827066421509,3.5,1.0,long,12.6,6.97,0,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,10,3,0.728279709815979,1.0,0.2857,long,19.79,-0.15,1,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,0,3,0.7282705307006836,3.5,1.0,long,17.12,11.18,2,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,2,2,0.728238582611084,3.0,0.8571,long,12.94,1.21,3,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,12,2,0.7282314300537109,0.5,0.1429,long,14.83,0.0,4,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,10,2,0.7282278537750244,1.0,0.2857,long,14.56,0.02,5,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,6,2,0.7282003164291382,2.0,0.5714,long,13.61,0.5,6,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,4,2,0.7281985282897949,2.5,0.7143,long,13.59,0.76,7,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,14,2,0.7281942367553711,0.0,0.0,long,14.83,0.0,8,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,2,3,0.7281849980354309,3.0,0.8571,long,17.45,0.35,9,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,6,3,0.7281369566917419,2.0,0.5714,long,18.52,-0.19,10,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,4,3,0.7281350493431091,2.5,0.7143,long,18.48,-0.2,11,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,14,3,0.7280619740486145,0.0,0.0,long,20.17,0.0,12,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,12,3,0.7280460000038147,0.5,0.1429,long,20.17,0.0,13,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,12,1,0.7279582619667053,0.5,0.1429,long,9.5,0.07,14,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,37,3,0.7279518842697144,4.29,0.5714,short,11.06,21.55,15,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,8,2,0.7279161810874939,1.5,0.4286,long,14.23,0.25,16,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,14,1,0.7279030680656433,0.0,0.0,long,9.5,0.07,17,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,10,1,0.727807879447937,1.0,0.2857,long,9.32,0.29,18,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,35,2,0.727755069732666,5.36,0.7143,short,9.86,13.39,19,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,8,3,0.7277346849441528,1.5,0.4286,long,19.28,0.06,20,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,6,1,0.7277039885520935,2.0,0.5714,long,8.77,1.47,21,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,43,3,0.7276951670646667,1.07,0.1429,short,11.37,15.32,22,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,51,2,0.7276569604873657,3.21,0.4286,short,10.33,-1.63,23,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,37,2,0.7276006937026978,4.29,0.5714,short,10.06,12.12,24,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,43,2,0.7274901866912842,1.07,0.1429,short,10.37,7.84,25,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,39,3,0.7274326682090759,3.21,0.4286,short,11.32,21.1,26,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,8,1,0.7274308800697327,1.5,0.4286,long,9.16,0.7,27,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,39,2,0.7273653149604797,3.21,0.4286,short,10.33,12.28,28,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,4,1,0.7273431420326233,2.5,0.7143,long,8.83,1.44,29,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,53,2,0.7273173928260803,4.29,0.5714,short,10.45,-5.37,30,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,35,1,0.7272963523864746,5.36,0.7143,short,8.21,4.96,31,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,51,1,0.7272369265556335,3.21,0.4286,short,8.48,-2.77,32,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,41,3,0.7272355556488037,2.14,0.2857,short,11.35,19.3,33,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,2,1,0.7272294759750366,3.0,0.8571,long,8.35,2.31,34,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,47,2,0.7270422577857971,1.07,0.1429,short,10.32,3.57,35,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,53,1,0.7270416617393494,4.29,0.5714,short,8.26,-5.55,36,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,37,1,0.7269654273986816,4.29,0.5714,short,8.38,2.56,37,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,35,0,0.7269378304481506,5.36,0.7143,short,3.68,3.17,38,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,39,1,0.7269116044044495,3.21,0.4286,short,9.1,1.48,39,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,49,2,0.7268741726875305,2.14,0.2857,short,10.32,1.56,40,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,16,2,0.7268613576889038,0.5,0.1429,long,14.74,-0.06,41,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,45,2,0.7268612384796143,0.0,0.0,short,10.35,5.59,42,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,41,2,0.726849377155304,2.14,0.2857,short,10.37,10.98,43,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,16,3,0.7267914414405823,0.5,0.1429,long,20.03,0.08,44,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,55,1,0.726764440536499,5.36,0.7143,short,8.23,-12.67,45,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,35,3,0.7267571687698364,5.36,0.7143,short,10.78,22.47,46,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,16,1,0.726691484451294,0.5,0.1429,long,9.48,-0.17,47,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,33,2,0.7266903519630432,6.43,0.8571,short,11.92,41.39,48,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,43,1,0.726534903049469,1.07,0.1429,short,9.26,0.16,49,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,47,3,0.7265207767486572,1.07,0.1429,short,11.11,7.79,50,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,49,3,0.7263534665107727,2.14,0.2857,short,11.05,4.53,51,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,45,3,0.7262707948684692,0.0,0.0,short,11.22,11.31,52,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,10,4,0.7262493968009949,1.0,0.2857,long,25.04,-0.07,53,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,55,2,0.7262428402900696,5.36,0.7143,short,10.81,-13.77,54,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,41,1,0.72605299949646,2.14,0.2857,short,9.2,1.24,55,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,37,0,0.7259830832481384,4.29,0.5714,short,3.82,2.53,56,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,0,1,0.7259784936904907,3.5,1.0,long,8.06,4.9,57,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,47,1,0.7259009480476379,1.07,0.1429,short,9.05,-0.85,58,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,33,1,0.7258913516998291,6.43,0.8571,short,8.2,17.26,59,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,33,3,0.7258742451667786,6.43,0.8571,short,12.08,43.39,60,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,49,1,0.7257808446884155,2.14,0.2857,short,8.96,-1.51,61,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,57,1,0.7257689237594604,6.43,0.8571,short,7.87,-22.39,62,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,39,0,0.7257364392280579,3.21,0.4286,short,4.31,1.4,63,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,18,2,0.7256551384925842,1.0,0.2857,long,14.58,-0.07,64,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,14,4,0.7255825400352478,0.0,0.0,long,25.5,0.04,65,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,18,1,0.7255120873451233,1.0,0.2857,long,9.39,-0.48,66,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,45,1,0.7255074977874756,0.0,0.0,short,9.22,-0.48,67,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,18,3,0.7254974842071533,1.0,0.2857,long,19.76,0.11,68,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,12,4,0.7254509329795837,0.5,0.1429,long,25.5,0.04,69,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,33,0,0.7253998517990112,6.43,0.8571,short,3.8,6.53,70,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,37,4,0.7253174185752869,4.29,0.5714,short,12.1,31.7,71,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,51,3,0.7251876592636108,3.21,0.4286,short,11.01,-1.59,72,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,43,0,0.7251725792884827,1.07,0.1429,short,4.15,0.15,73,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,59,1,0.725141704082489,7.5,1.0,short,6.68,-30.2,74,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,53,3,0.7246743440628052,4.29,0.5714,short,11.12,-6.66,75,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,41,0,0.7246139049530029,2.14,0.2857,short,4.38,1.07,76,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,47,0,0.7245386242866516,1.07,0.1429,short,4.12,-0.79,77,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,43,4,0.7241352796554565,1.07,0.1429,short,12.17,21.66,78,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,47,4,0.7235905528068542,1.07,0.1429,short,11.8,11.57,79,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,41,4,0.7235575318336487,2.14,0.2857,short,12.19,26.83,80,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,39,4,0.7234569787979126,3.21,0.4286,short,12.09,28.6,81,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,16,4,0.7234101295471191,0.5,0.1429,long,25.32,-0.06,82,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,45,4,0.723376989364624,0.0,0.0,short,11.98,16.39,83,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,2,4,0.7232899069786072,3.0,0.8571,long,21.98,0.11,84,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,8,4,0.723067045211792,1.5,0.4286,long,24.38,-0.06,85,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,4,4,0.7230290174484253,2.5,0.7143,long,23.39,-0.44,86,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,6,4,0.7228551506996155,2.0,0.5714,long,23.42,-0.2,87,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,45,0,0.7226457595825195,0.0,0.0,short,4.22,-0.2,88,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,49,0,0.722415566444397,2.14,0.2857,short,4.13,-1.19,89,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,49,4,0.7216892242431641,2.14,0.2857,short,11.69,6.37,90,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,0,4,0.7216253876686096,3.5,1.0,long,21.51,17.53,91,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,18,4,0.7215393781661987,1.0,0.2857,long,25.0,0.1,92,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,51,0,0.7212072610855103,3.21,0.4286,short,3.99,-2.31,93,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,31,0,0.7194123268127441,7.5,1.0,short,3.69,9.9,94,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,31,2,0.7191101312637329,7.5,1.0,short,11.08,45.4,95,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,31,1,0.7184215784072876,7.5,1.0,short,7.68,25.41,96,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,57,2,0.717625081539154,6.43,0.8571,short,11.74,-41.88,97,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,53,0,0.7171702980995178,4.29,0.5714,short,3.79,-3.33,98,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,35,4,0.7142044901847839,5.36,0.7143,short,11.48,29.93,99,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,53,4,0.7141167521476746,4.29,0.5714,short,11.85,-8.83,100,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,33,4,0.7140395641326904,6.43,0.8571,short,12.03,43.39,101,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,31,3,0.7131760120391846,7.5,1.0,short,11.45,43.4,102,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,51,4,0.712971031665802,3.21,0.4286,short,11.6,-2.4,103,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,20,2,0.7084618210792542,1.5,0.4286,long,0.0,0.0,104,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,20,1,0.7071855664253235,1.5,0.4286,long,0.0,0.0,105,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,20,3,0.7070578932762146,1.5,0.4286,long,0.0,0.0,106,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,55,3,0.7052714228630066,5.36,0.7143,short,12.43,-17.54,107,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,55,0,0.7039621472358704,5.36,0.7143,short,3.8,-5.06,108,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,20,4,0.6999126672744751,1.5,0.4286,long,0.0,0.0,109,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,57,0,0.6991750001907349,6.43,0.8571,short,3.63,-8.63,110,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,59,2,0.6989424228668213,7.5,1.0,short,9.71,-49.99,111,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,59,0,0.69640052318573,7.5,1.0,short,3.0,-11.35,112,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,31,4,0.6912376284599304,7.5,1.0,short,11.42,43.41,113,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,16,0,0.6890104413032532,0.5,0.1429,long,4.18,-0.16,114,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,14,0,0.688030481338501,0.0,0.0,long,4.18,0.07,115,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,18,0,0.6836652159690857,1.0,0.2857,long,4.17,-0.51,116,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,0,0,0.6805719137191772,3.5,1.0,long,3.5,3.17,117,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,12,0,0.6797887086868286,0.5,0.1429,long,4.18,0.07,118,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,2,0,0.6795674562454224,3.0,0.8571,long,3.73,2.2,119,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,20,0,0.6791344285011292,1.5,0.4286,long,0.0,0.0,120,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,6,0,0.6762396693229675,2.0,0.5714,long,3.87,1.5,121,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,8,0,0.6755464673042297,1.5,0.4286,long,4.03,0.97,122,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,10,0,0.6747327446937561,1.0,0.2857,long,4.1,0.58,123,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,4,0,0.6715326309204102,2.5,0.7143,long,3.92,1.42,124,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,55,4,0.6579845547676086,5.36,0.7143,short,13.44,-23.16,125,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,22,0,0.6180683374404907,2.0,0.5714,long,0.0,0.0,126,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,57,3,0.6066638231277466,6.43,0.8571,short,0.0,0.0,127,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,22,2,0.583384096622467,2.0,0.5714,long,0.0,0.0,128,145
/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_407/rb_00046/env.xml,22,1,0.5803391933441162,2.0,0.5714,long,0.0,0.0,129,145
